Entry_Time,Exit_Time,Direction,Entry_Price,Exit_Price,SL,TP,Pips,Result,Confidence,AI_Reasoning,RAG_Context,Graph_Context
2026-04-30 13:35:00,2026-04-30 13:50:00,SHORT,4623.81,4611.81,4629.81,4611.81,1200.0,WIN,85,"SAFEPATH detected (80.4% win rate) with NY_London_Overlap breakout conditions, reinforced by RAG precedent of strong bearish reversals during DXY rises and bearish 1H trends.",--- MATCH #1 (Distance: 0.0013) --- | PAST TAPE: [15:10 UTC] Session: NY London Overlap | 1H Trend: Bearish (-7.86 pts) | DXY is Rising | Volatility: 6.27 pts | ACTUAL OUTCOME: STRONG BEARISH REVERSAL (-7.32 pts) |  | --- MATCH #2 (Distance: 0.0014) --- | PAST TAPE: [13:25 UTC] Session: NY London Overlap | 1H Trend: Bearish (-6.35 pts) | DXY is Rising | Volatility: 8.87 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+6.13 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-04-30 15:50:00,2026-04-30 16:15:00,LONG,4614.13,4608.13,4608.13,4626.13,-600.0,LOSS,85,"SAFEPATH detected (80.4% win rate) with NY_London_Overlap breakout alignment, despite mixed RAG outcomes, as the high-confidence topological path overrides chop risk.",--- MATCH #1 (Distance: 0.0014) --- | PAST TAPE: [14:50 UTC] Session: NY London Overlap | 1H Trend: Bearish (-17.85 pts) | DXY is Rising | Volatility: 11.30 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+16.52 pts) |  | --- MATCH #2 (Distance: 0.0015) --- | PAST TAPE: [15:20 UTC] Session: NY London Overlap | 1H Trend: Bearish (-9.01 pts) | DXY is Rising | Volatility: 5.60 pts | ACTUAL OUTCOME: STRONG BEARISH REVERSAL (-8.25 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-01 16:40:00,2026-05-01 17:25:00,LONG,4638.34,4632.34,4632.34,4650.34,-600.0,LOSS,85,"SAFEPATH detected (80.4% win rate) with NY_London_Overlap breakout alignment, despite mixed RAG outcomes favoring bullish continuation in high-volatility, DXY-rising regimes.",--- MATCH #1 (Distance: 0.0012) --- | PAST TAPE: [16:40 UTC] Session: NY London Overlap | 1H Trend: Bearish (-6.22 pts) | DXY is Rising | Volatility: 4.36 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+8.45 pts) |  | --- MATCH #2 (Distance: 0.0012) --- | PAST TAPE: [16:35 UTC] Session: NY London Overlap | 1H Trend: Bearish (-0.76 pts) | DXY is Rising | Volatility: 6.43 pts | ACTUAL OUTCOME: STRONG BEARISH REVERSAL (-9.59 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-05 14:15:00,2026-05-05 14:25:00,LONG,4569.88,4581.88,4563.88,4581.88,1200.0,WIN,85,"SAFEPATH detected with 80.4% win rate in NY_London_Overlap breakout setup, despite RAG showing mixed outcomes (chop vs. strong continuation), with DXY rising and bearish trend as confirmation.",--- MATCH #1 (Distance: 0.0010) --- | PAST TAPE: [14:30 UTC] Session: NY London Overlap | 1H Trend: Bearish (-11.91 pts) | DXY is Rising | Volatility: 11.68 pts | ACTUAL OUTCOME: CHOP / CONSOLIDATION |  | --- MATCH #2 (Distance: 0.0011) --- | PAST TAPE: [14:10 UTC] Session: NY London Overlap | 1H Trend: Bearish (-28.51 pts) | DXY is Rising | Volatility: 6.49 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+47.79 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-05 16:05:00,2026-05-05 16:25:00,LONG,4563.97,4557.97,4557.97,4575.97,-600.0,LOSS,92,"SAFEPATH detected (80.4% win rate) with strong RAG precedent for bullish continuation despite bearish 1H trend, validated by rising DXY and NY_London_Overlap session.",--- MATCH #1 (Distance: 0.0012) --- | PAST TAPE: [16:15 UTC] Session: NY London Overlap | 1H Trend: Bearish (-13.86 pts) | DXY is Rising | Volatility: 5.81 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+22.24 pts) |  | --- MATCH #2 (Distance: 0.0013) --- | PAST TAPE: [14:05 UTC] Session: NY London Overlap | 1H Trend: Bearish (-4.38 pts) | DXY is Rising | Volatility: 10.86 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+24.78 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-06 13:15:00,2026-05-06 13:30:00,LONG,4682.69,4690.69,4678.69,4690.69,800.0,WIN,92,"NY_London_Overlap with bullish 1H trend, rising DXY, and high-volatility context aligns with RAG precedents (99.8% match) showing strong bullish continuation, while the Medium_SL Neutral Path offers the optimal risk-reward balance (57.1% win rate).",--- MATCH #1 (Distance: 0.0013) --- | PAST TAPE: [13:15 UTC] Session: NY London Overlap | 1H Trend: Bullish (+1.75 pts) | DXY is Rising | Volatility: 8.81 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+6.64 pts) |  | --- MATCH #2 (Distance: 0.0014) --- | PAST TAPE: [13:20 UTC] Session: NY London Overlap | 1H Trend: Bullish (+2.16 pts) | DXY is Rising | Volatility: 8.15 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+24.03 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Trend_Following | Medium_SL (57.1% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Trend_Following | Tight_SL (52.4% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Trend_Following | Wide_SL (55.8% Win Rate)
2026-05-06 15:15:00,2026-05-06 15:30:00,LONG,4700.43,4694.43,4694.43,4712.43,-600.0,LOSS,85,"SAFEPATH detected (80.4% win rate) with NY_London_Overlap breakout alignment, despite mixed RAG precedents favoring bullish continuation in high-volatility DXY-rising regimes.",--- MATCH #1 (Distance: 0.0012) --- | PAST TAPE: [16:15 UTC] Session: NY London Overlap | 1H Trend: Bearish (-13.86 pts) | DXY is Rising | Volatility: 5.81 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+22.24 pts) |  | --- MATCH #2 (Distance: 0.0014) --- | PAST TAPE: [15:20 UTC] Session: NY London Overlap | 1H Trend: Bearish (-9.01 pts) | DXY is Rising | Volatility: 5.60 pts | ACTUAL OUTCOME: STRONG BEARISH REVERSAL (-8.25 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-06 16:30:00,2026-05-06 16:55:00,LONG,4687.43,4681.43,4681.43,4699.43,-600.0,LOSS,82,"SAFEPATH detected with 80.4% win rate in NY_London_Overlap breakouts, despite RAG showing mixed outcomes (one chop match), the high-confidence topological path overrides with strong bullish precedent in similar conditions.",--- MATCH #1 (Distance: 0.0010) --- | PAST TAPE: [16:40 UTC] Session: NY London Overlap | 1H Trend: Bearish (-6.22 pts) | DXY is Rising | Volatility: 4.36 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+8.45 pts) |  | --- MATCH #2 (Distance: 0.0012) --- | PAST TAPE: [16:30 UTC] Session: NY London Overlap | 1H Trend: Bearish (-14.25 pts) | DXY is Rising | Volatility: 4.39 pts | ACTUAL OUTCOME: CHOP / CONSOLIDATION,⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-08 13:25:00,2026-05-08 13:30:00,LONG,4726.52,4734.52,4722.52,4734.52,800.0,WIN,92,"NY_London_Overlap with bullish 1H trend, rising DXY, and historical precedents showing strong bullish continuation (avg +15.34 pts) align with the highest win-rate Neutral Path (57.1%).",--- MATCH #1 (Distance: 0.0017) --- | PAST TAPE: [13:20 UTC] Session: NY London Overlap | 1H Trend: Bullish (+2.16 pts) | DXY is Rising | Volatility: 8.15 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+24.03 pts) |  | --- MATCH #2 (Distance: 0.0021) --- | PAST TAPE: [13:15 UTC] Session: NY London Overlap | 1H Trend: Bullish (+1.75 pts) | DXY is Rising | Volatility: 8.81 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+6.64 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Trend_Following | Medium_SL (57.1% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Trend_Following | Tight_SL (52.4% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Trend_Following | Wide_SL (55.8% Win Rate)
2026-05-08 14:40:00,2026-05-08 14:45:00,LONG,4722.16,4716.16,4716.16,4734.16,-600.0,LOSS,78,"SAFEPATH detected (80.4% win rate) with NY_London_Overlap breakout alignment, despite mixed RAG outcomes, as the dominant bullish continuation precedent (Match #1) outweighs the bearish reversal (Match #2) in this high-volatility, DXY-rising regime.",--- MATCH #1 (Distance: 0.0012) --- | PAST TAPE: [16:15 UTC] Session: NY London Overlap | 1H Trend: Bearish (-13.86 pts) | DXY is Rising | Volatility: 5.81 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+22.24 pts) |  | --- MATCH #2 (Distance: 0.0013) --- | PAST TAPE: [14:30 UTC] Session: NY London Overlap | 1H Trend: Bearish (-4.82 pts) | DXY is Rising | Volatility: 9.46 pts | ACTUAL OUTCOME: STRONG BEARISH REVERSAL (-20.56 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-08 15:15:00,2026-05-08 16:30:00,LONG,4706.52,4718.52,4700.52,4718.52,1200.0,WIN,85,"SAFEPATH detected (80.4% win rate) with NY_London_Overlap breakout setup, supported by RAG precedent of bullish continuation despite bearish 1H trend and rising DXY.",--- MATCH #1 (Distance: 0.0011) --- | PAST TAPE: [15:30 UTC] Session: NY London Overlap | 1H Trend: Bearish (-20.56 pts) | DXY is Rising | Volatility: 10.01 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+5.10 pts) |  | --- MATCH #2 (Distance: 0.0014) --- | PAST TAPE: [15:45 UTC] Session: NY London Overlap | 1H Trend: Bearish (-28.67 pts) | DXY is Rising | Volatility: 18.74 pts | ACTUAL OUTCOME: STRONG BEARISH REVERSAL (-14.73 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-12 13:15:00,2026-05-12 13:35:00,LONG,4685.28,4697.28,4679.28,4697.28,1200.0,WIN,78,"SAFEPATH detected (80.4% win rate) with NY_London_Overlap breakout into rising DXY and bearish 1H trend, despite RAG showing mixed outcomes (1 strong continuation, 1 chop).",--- MATCH #1 (Distance: 0.0009) --- | PAST TAPE: [15:20 UTC] Session: NY London Overlap | 1H Trend: Bearish (-19.48 pts) | DXY is Rising | Volatility: 9.25 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+7.06 pts) |  | --- MATCH #2 (Distance: 0.0011) --- | PAST TAPE: [13:30 UTC] Session: NY London Overlap | 1H Trend: Bearish (-21.31 pts) | DXY is Rising | Volatility: 7.15 pts | ACTUAL OUTCOME: CHOP / CONSOLIDATION,⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-12 13:45:00,2026-05-12 13:55:00,SHORT,4692.22,4680.22,4698.22,4680.22,1200.0,WIN,85,"SAFEPATH detected (80.4% win rate) with bearish 1H trend and rising DXY, despite chop in RAG context—NY_London_Overlap aligns with breakout strategy.",--- MATCH #1 (Distance: 0.0011) --- | PAST TAPE: [13:40 UTC] Session: NY London Overlap | 1H Trend: Bearish (-3.96 pts) | DXY is Rising | Volatility: 8.59 pts | ACTUAL OUTCOME: STRONG BEARISH REVERSAL (-13.39 pts) |  | --- MATCH #2 (Distance: 0.0012) --- | PAST TAPE: [13:30 UTC] Session: NY London Overlap | 1H Trend: Bearish (-4.54 pts) | DXY is Rising | Volatility: 8.51 pts | ACTUAL OUTCOME: CHOP / CONSOLIDATION,⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-12 14:50:00,2026-05-12 14:55:00,LONG,4676.55,4670.55,4670.55,4688.55,-600.0,LOSS,92,"SAFEPATH detected (80.4% win rate) with strong RAG precedent for bullish continuation in NY_London_Overlap during bearish 1H trend + falling DXY, despite moderate volatility.",--- MATCH #1 (Distance: 0.0013) --- | PAST TAPE: [13:15 UTC] Session: NY London Overlap | 1H Trend: Bearish (-15.19 pts) | DXY is Falling | Volatility: 8.41 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+9.05 pts) |  | --- MATCH #2 (Distance: 0.0013) --- | PAST TAPE: [14:25 UTC] Session: NY London Overlap | 1H Trend: Bearish (-4.45 pts) | DXY is Falling | Volatility: 8.23 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+7.06 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
2026-05-12 15:15:00,2026-05-12 15:20:00,SHORT,4662.04,4650.04,4668.04,4650.04,1200.0,WIN,85,"SAFEPATH detected (80.4% win rate) with bearish continuation precedence in NY_London_Overlap despite mixed RAG outcomes, aligning with current DXY strength and volatility.",--- MATCH #1 (Distance: 0.0013) --- | PAST TAPE: [15:20 UTC] Session: NY London Overlap | 1H Trend: Bearish (-19.48 pts) | DXY is Rising | Volatility: 9.25 pts | ACTUAL OUTCOME: STRONG BULLISH CONTINUATION (+7.06 pts) |  | --- MATCH #2 (Distance: 0.0014) --- | PAST TAPE: [15:25 UTC] Session: NY London Overlap | 1H Trend: Bearish (-8.10 pts) | DXY is Rising | Volatility: 8.18 pts | ACTUAL OUTCOME: STRONG BEARISH REVERSAL (-6.42 pts),⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Medium_SL (48.0% Win Rate) | ⚪ NEUTRAL PATH: NY_London_Overlap | Breakout | Tight_SL (53.4% Win Rate) | 🟢 SAFEPATH DETECTED: NY_London_Overlap | Breakout | Wide_SL (80.4% Win Rate)
